Product Title,URL,Brand,Seller Name,Marketplace,Seller Type,Location,Sales Quantity,Sales Revenue,,,
Shiseido Vital Perfection LiftDefine Radiance Serum 40ml,https://shopee.co.id/Shiseido-Vital-Perfection-LiftDefine-Radiance-Serum-40ml-i.345419471.8432305764,Shiseido,Shiseido Official Shop,Shopee,Official Store,KOTA TANGERANG,42,"Rp14,849,220",42,Rp14849220,14849220
Moriganic Sunflower Oil Serum - Sun Flower 30ml BPOM,https://shopee.co.id/Moriganic-Sunflower-Oil-Serum-Sun-Flower-30ml-BPOM-i.160415531.2622220420,Sunflower,Moriganic Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,41,"Rp18,542,000",41,Rp18542000,18542000
Roro Mendut Temulawak Pore Control Serum,https://shopee.co.id/Roro-Mendut-Temulawak-Pore-Control-Serum-i.87869551.4267757677,Roro Mendut,Roro Mendut Skin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,41,"Rp4,514,235",41,Rp4514235,4514235
YU CHUN MEI Cordyceps Serum Whitening Essence 30ml,https://shopee.co.id/YU-CHUN-MEI-Cordyceps-Serum-Whitening-Essence-30ml-i.230677444.5917849290,Yu Chun Mei,Cressindo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,41,"Rp8,219,980",41,Rp8219980,8219980
Yves Rocher White Botanical Youth Essence Anti Dark Spot 30 ML,https://shopee.co.id/Yves-Rocher-White-Botanical-Youth-Essence-Anti-Dark-Spot-30-ML-i.70687187.4101474101,Yves Rocher,Yves Rocher Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,41,"Rp3,644,550",41,Rp3644550,3644550
Dear Me Beauty 10% Lactobionic Acid (PHA) + Lime Extract Face Serum - 32ml,https://shopee.co.id/Dear-Me-Beauty-10-Lactobionic-Acid-PHA-Lime-Extract-Face-Serum-32ml-i.45495764.9848394553,Dear Me Beauty,Dear Me Beauty Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,41,"Rp4,634,477",41,Rp4634477,4634477
Nacific Real Floral Calendula Essence (50g),https://shopee.co.id/Nacific-Real-Floral-Calendula-Essence-50g--i.238379974.8670034410,Nacific,Nacific Cosmetics Official Shop,Shopee,Official Store,KOTA TANGERANG,41,"Rp29,889,000",41,Rp29889000,29889000
ERTOS Niacinamide Plus With Aloevera BPOM ORIGINAL,https://shopee.co.id/ERTOS-Niacinamide-Plus-With-Aloevera-BPOM-ORIGINAL-i.23831802.9113905442,Erto'S,Fair n Pink Official Shop,Shopee,Official Store,KOTA BOGOR,41,"Rp14,745,400",41,Rp14745400,14745400
Sulwhasoo First Care Activating Serum 60ml,https://shopee.co.id/Sulwhasoo-First-Care-Activating-Serum-60ml-i.274949344.8607362601,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,40,"Rp1,900,000",40,Rp1900000,1900000
SECA ALPHA ARBUTIN 3% Serum,https://shopee.co.id/SECA-ALPHA-ARBUTIN-3-Serum-i.373749700.5393261970,Alpha Arbutin,Seca Official Shop,Shopee,Official Store,KAB. TANGERANG,40,"Rp6,744,800",40,Rp6744800,6744800
SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum (40ml 5% sabi),https://shopee.co.id/SOMETHINC-5-Niacinamide-Moisture-Sabi-Beet-Serum-40ml-5-sabi--i.68111.7377432234,Somethinc,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,40,"Rp8,088,029",40,Rp8088029,8088029
Votre Peau Skin Care Bright & Clear Package,https://shopee.co.id/Votre-Peau-Skin-Care-Bright-Clear-Package-i.46300234.3173903868,Votre Peau Skin Care,Votre Peau Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,40,"Rp2,019,600",40,Rp2019600,2019600
( Buy 1 Get 1 ) Bio Essence Bio-Gold Gold Water 100 Ml,https://shopee.co.id/-Buy-1-Get-1-Bio-Essence-Bio-Gold-Gold-Water-100-Ml-i.63822287.3366720284,Bio Gold,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,40,"Rp6,400,000",40,Rp6400000,6400000
Frudia Pomegranate Nutri-Moisturizing Serum FREE Frudia Pouch Garis Vertikal,https://shopee.co.id/Frudia-Pomegranate-Nutri-Moisturizing-Serum-FREE-Frudia-Pouch-Garis-Vertikal-i.98124209.1610700520,Frudia,Frudia Indonesia Official Shop,Shopee,Official Store,KAB. SLEMAN,40,"Rp3,800,000",40,Rp3800000,3800000
Airnderm Aesthetic Premium Vitamin C Serum (by AIRIN BEAUTY),https://shopee.co.id/Airnderm-Aesthetic-Premium-Vitamin-C-Serum-by-AIRIN-BEAUTY--i.112372548.2781872951,Airnderm Aesthetic,Airnderm Aesthetic Official Shop,Shopee,Official Store,KOTA BANDUNG,40,"Rp4,537,000",40,Rp4537000,4537000
KANEBO The First Serum - 60ML,https://shopee.co.id/KANEBO-The-First-Serum-60ML-i.169111593.4801803781,Kanebo,Kanebo Cosmetics Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,39,"Rp3,416,250",39,Rp3416250,3416250
[innisfree] Green Tea Seed Serum Bundle,https://shopee.co.id/-innisfree-Green-Tea-Seed-Serum-Bundle-i.61504589.7691561356,Innisfree,Innisfree Official Shop,Shopee,Official Store,KOTA BEKASI,39,"Rp5,421,000",39,Rp5421000,5421000
Bio Essence Rose Gold Water Essence 30 ml - Perawatan Wajah Anti Aging,https://shopee.co.id/Bio-Essence-Rose-Gold-Water-Essence-30-ml-Perawatan-Wajah-Anti-Aging-i.63822287.2777201264,Gold Diamond,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,39,"Rp7,416,500",39,Rp7416500,7416500
Bioessence Bio White Serum + Bio White Cleanser,https://shopee.co.id/Bioessence-Bio-White-Serum-Bio-White-Cleanser-i.63822287.4232969101,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,39,"Rp4,504,500",39,Rp4504500,4504500
Calysta Serum Whitening,https://shopee.co.id/Calysta-Serum-Whitening-i.3188555.8145905,Cyskin,Calysta Skin Care Clinic Official Shop,Shopee,Official Store,KOTA BANDUNG,39,"Rp1,950,000",39,Rp1950000,1950000
D'alba White Truffle First Spray Serum 100 ml,https://shopee.co.id/D-alba-White-Truffle-First-Spray-Serum-100-ml-i.125116082.4378727765,D'Alba,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,39,"Rp2,663,000",39,Rp2663000,2663000
Crystallure Supr Revital Oil Serum 30ml,https://shopee.co.id/Crystallure-Supr-Revital-Oil-Serum-30ml-i.30736001.3736445942,Crystallur,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,39,"Rp11,191,200",39,Rp11191200,11191200
[BPOM] TRUEVE Serum Niacinamide 10% | Galactomyces peptide | BHA Cica | VitaminC | AHA BHA | Eye Gel,https://shopee.co.id/Trueve-Serum-Niacinamide-10-Galactomyces-peptide-BHA-Cica-VitaminC-AHA-BHA-Eye-Gel-i.50948181.8358327841,Trueve,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,39,"Rp2,158,800",39,Rp2158800,2158800
MSBB - Somethinc 10% Niacinamide Barrier Serum - 20Ml,https://shopee.co.id/MSBB-Somethinc-10-Niacinamide-Barrier-Serum-20Ml-i.288588702.8975260701,Somethinc,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,39,"Rp6,112,730",39,Rp6112730,6112730
AXIS-Y Artichoke Intensive Skin Barrier Ampoule 30ml,https://shopee.co.id/AXIS-Y-Artichoke-Intensive-Skin-Barrier-Ampoule-30ml-i.270965687.9987361014,Axis Y,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,39,"Rp8,850,000",39,Rp8850000,8850000
Aizen SymWhite 377 3% Ultra Ampoule - Serum Pemutih & Pencerah Kulit Wajah,https://shopee.co.id/Aizen-SymWhite-377-3-Ultra-Ampoule-Serum-Pemutih-Pencerah-Kulit-Wajah-i.89939211.8809167814,Aizen,Aizen Official Store,Shopee,Official Store,KOTA JAMBI,38,"Rp1,504,200",38,Rp1504200,1504200
Safi Age Defy Gold Water Essence 100ml Twinpack Special,https://shopee.co.id/Safi-Age-Defy-Gold-Water-Essence-100ml-Twinpack-Special-i.63823668.8138754031,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,38,"Rp5,434,600",38,Rp5434600,5434600
Real White AHA BHA Serum,https://shopee.co.id/Real-White-AHA-BHA-Serum-i.349337394.7768902589,Realwhite,REALWHITE Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,38,"Rp1,863,750",38,Rp1863750,1863750
Safi White Expert Ultimate Essence 20ml Twinpack Special,https://shopee.co.id/Safi-White-Expert-Ultimate-Essence-20ml-Twinpack-Special-i.63823668.8638764361,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,38,"Rp4,211,100",38,Rp4211100,4211100
Nacific Pink Ahabha Serum (50ml),https://shopee.co.id/Nacific-Pink-Ahabha-Serum-50ml--i.238379974.11513353075,Nacific,Nacific Cosmetics Official Shop,Shopee,Official Store,KOTA TANGERANG,38,"Rp1,634,000",38,Rp1634000,1634000
MSBB - Somethinc 10% Niacinamide + Moisture Sabi Beet Max Brightening Serum 40Ml,https://shopee.co.id/MSBB-Somethinc-10-Niacinamide-Moisture-Sabi-Beet-Max-Brightening-Serum-40Ml-i.288588702.8455094336,Somethinc,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,38,"Rp2,041,200",38,Rp2041200,2041200
WARDAH Hydra Rose Micro Gel Serum,https://shopee.co.id/WARDAH-Hydra-Rose-Micro-Gel-Serum-i.30736001.9648849285,Wardah,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,38,"Rp1,771,200",38,Rp1771200,1771200
[BPOM] SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum,https://shopee.co.id/Somethinc-5-Niacinamide-Moisture-Sabi-Beet-Serum-20ml-40ml-i.50948181.9914375313,Somethinc,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,38,"Rp2,365,800",38,Rp2365800,2365800
Purivera Elixir Serum Oil Package Anti Acne - Aging - Whitening - Scar - Jerawat - Mencerahkan,https://shopee.co.id/Purivera-Elixir-Serum-Oil-Package-Anti-Acne-Aging-Whitening-Scar-Jerawat-Mencerahkan-i.43724442.7480086237,Purivera,Purivera Botanicals Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,38,"Rp4,362,600",38,Rp4362600,4362600
Avoskin Miraculous Retinol Ampoule - 30ml,https://shopee.co.id/Avoskin-Miraculous-Retinol-Ampoule-30ml-i.825870.6557100757,Avoskin,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,38,"Rp13,297,100",38,Rp13297100,13297100
"Serum Aura Essence ""Nadfaskin""",https://shopee.co.id/Serum-Aura-Essence-Nadfaskin--i.3087844.50496118,Nadfaskin,Nadfaskin Official Shop,Shopee,Official Store,KOTA BANDUNG,38,"Rp7,182,000",38,Rp7182000,7182000
KANEBO Lift Serum - 50ML,https://shopee.co.id/KANEBO-Lift-Serum-50ML-i.169111593.4701801423,Kanebo,Kanebo Cosmetics Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,38,"Rp4,389,000",38,Rp4389000,4389000
Safi Age Defy Gold Water Essence 30 ml + Naturals Micellar Water with Rose 100 ml,https://shopee.co.id/Safi-Age-Defy-Gold-Water-Essence-30-ml-Naturals-Micellar-Water-with-Rose-100-ml-i.63823668.7643851852,Safi,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,38,"Rp5,662,000",38,Rp5662000,5662000
NUTRISHE Intensive Bright & Glow Serum Travel Size 20ml,https://shopee.co.id/NUTRISHE-Intensive-Bright-Glow-Serum-Travel-Size-20ml-i.270965687.9170075513,Nutrishe,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,38,"Rp12,458,250",38,Rp12458250,12458250
SOMETHINC CRIOUSLY 24K GOLD Essence (20 ml),https://shopee.co.id/SOMETHINC-CRIOUSLY-24K-GOLD-Essence-20-ml--i.68111.3585551144,Somethinc,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,37,"Rp9,911,850",37,Rp9911850,9911850
Ponds Age Miracle Double Action Retinol Serum Anti Aging 15 mL,https://shopee.co.id/Ponds-Age-Miracle-Double-Action-Retinol-Serum-Anti-Aging-15-mL-i.65323877.10018290137,Pond'S,Shopee Supermarket,Shopee,Official Store,KOTA BEKASI,37,"Rp4,045,500",37,Rp4045500,4045500
Bio Essence Bio-Gold Day Cream SPF 25 40 gr + Bio Essence Bio-Gold Night Cream 40 gr,https://shopee.co.id/Bio-Essence-Bio-Gold-Day-Cream-SPF-25-40-gr-Bio-Essence-Bio-Gold-Night-Cream-40-gr-i.63822287.7761593167,Bio Gold,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,37,"Rp4,420,600",37,Rp4420600,4420600
Tuesbelle - SOMETHINC Niacinamide+Moisture Sabi Beet Max 5%10% Brightening|Niacinamide Barrier Serum,https://shopee.co.id/Tuesbelle-SOMETHINC-Niacinamide-Moisture-Sabi-Beet-Max-5-10-Brightening-Niacinamide-Barrier-Serum-i.36872574.2685883471,Somethinc,Tuesbelle Official Shop,Shopee,Official Store,KAB. SIDOARJO,37,"Rp2,301,360",37,Rp2301360,2301360
SOMETHINC 5% Niacinamide + Moisture Sabi Beet Serum 40ml,https://shopee.co.id/SOMETHINC-5-Niacinamide-Moisture-Sabi-Beet-Serum-40ml-i.30736001.9935375531,Somethinc,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,37,"Rp2,290,300",37,Rp2290300,2290300
Skinmee Dualmee Series Youthful,https://shopee.co.id/Skinmee-Dualmee-Series-Youthful-i.426361756.11222025524,Skinmee,Skinmee Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,37,"Rp5,385,000",37,Rp5385000,5385000
Nacific Phyto Niacin Whitening Essence,https://shopee.co.id/Nacific-Phyto-Niacin-Whitening-Essence-i.125116082.2753917429,Nacific,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,37,"Rp2,316,200",37,Rp2316200,2316200
[BPOM] SOMETHINC Bakuchiol Skinpair Oil Serum 20ml,https://shopee.co.id/Somethinc-Bakuchiol-Skinpair-Oil-Serum-20ml-i.50948181.7376393959,Somethinc,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,37,"Rp19,350,800",37,Rp19350800,19350800
Bioderma Sebium Global 30ml,https://shopee.co.id/Bioderma-Sebium-Global-30ml-i.30736001.6637205157,Bioderma,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,36,"Rp13,756,200",36,Rp13756200,13756200
BUHOTEI Implora Facial Serum Essence Midnight Serum Luminous Brightening Serum Acne Serum Peeling Serum,https://shopee.co.id/BUHOTEI-Implora-Facial-Serum-Essence-Midnight-Serum-Luminous-Brightening-Serum-i.403097854.13502543323,Implora,BUHOTEI Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,36,"Rp5,584,800",36,Rp5584800,5584800
Aish Serum Paket 10 Pcs Bebas Pilih Varian isi di catatan,https://shopee.co.id/Aish-Serum-Paket-10-Pcs-Bebas-Pilih-Varian-isi-di-catatan-i.406360531.9577784346,Aish Glow Beauty,Aish Indonesia Official Shop,Shopee,Official Store,KOTA BANDUNG,36,"Rp4,654,500",36,Rp4654500,4654500
Dayskin Centella Intensive Brightening Serum,https://shopee.co.id/Dayskin-Centella-Intensive-Brightening-Serum-i.382873530.9117785046,Dayskin,Dayskin Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,36,"Rp8,295,684",36,Rp8295684,8295684
The Body Shop Himalayan Charcoal Clarifying Night Peel Serum 30ml,https://shopee.co.id/The-Body-Shop-Himalayan-Charcoal-Clarifying-Night-Peel-Serum-30ml-i.28053737.9251089636,The Body Shop,The Body Shop Official,Shopee,Official Store,KOTA TANGERANG SELATAN,36,"Rp286,300",36,Rp286300,286300
I-Face Vitamin C Serum 10ml / Serum Wajah / Vitamin Wajah / Kulit Cerah / Antioksidan / Kolagen,https://shopee.co.id/I-Face-Vitamin-C-Serum-10ml-Serum-Wajah-Vitamin-Wajah-Kulit-Cerah-Antioksidan-Kolagen-i.121791179.1863497482,I-Face,Century Health Official Shop,Shopee,Official Store,KAB. TANGERANG,36,"Rp13,493,000",36,Rp13493000,13493000
Scarlett Whitening Glowtening Serum 15ml,https://shopee.co.id/Scarlett-Whitening-Glowtening-Serum-15ml-i.53887195.8267921098,Scarlett,BEAU Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,36,"Rp5,810,000",36,Rp5810000,5810000
SYB Forte Red Jelly Glow Serum,https://shopee.co.id/SYB-Forte-Red-Jelly-Glow-Serum-i.150222332.7416583814,Syb Forte,SYB Official Shop,Shopee,Official Store,KOTA SURABAYA,36,"Rp3,405,600",36,Rp3405600,3405600
Sulwhasoo First Care Activating Serum Trial Kit,https://shopee.co.id/Sulwhasoo-First-Care-Activating-Serum-Trial-Kit-i.274949344.5852728762,Sulwhasoo,Sulwhasoo Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,35,"Rp2,275,000",35,Rp2275000,2275000
Viva Queen Whitening Advanced Face Serum,https://shopee.co.id/Viva-Queen-Whitening-Advanced-Face-Serum-i.233711658.3444048621,Viva Cosmetics,Viva Cosmetics Authorized Store Padang,Shopee,Official Store,KOTA PADANG,35,"Rp9,489,525",35,Rp9489525,9489525
THE AUBREE Centella Herb Serum UNSCENTED 30ml,https://shopee.co.id/THE-AUBREE-Centella-Herb-Serum-UNSCENTED-30ml-i.270965687.7776018673,The Aubree,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,35,"Rp4,865,000",35,Rp4865000,4865000
BIOAQUA - Bioaqua 24K Gold Skin Brightening Serum Wajah Essence Cream,https://shopee.co.id/BIOAQUA-Bioaqua-24K-Gold-Skin-Brightening-Serum-Wajah-Essence-Cream-i.297682305.8834962096,Bioaqua,BIOAQUA Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,35,"Rp683,200",35,Rp683200,683200
Sk-Ii R.N.A.Power Radical New Age Essence,https://shopee.co.id/Sk-Ii-R-N-A-Power-Radical-New-Age-Essence-i.339725786.7587794454,SK-II,Lotte Shopping Avenue Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,35,"Rp1,396,500",35,Rp1396500,1396500
KLAIRS 	Freshly Juiced Vitamin Drop 35ml,https://shopee.co.id/KLAIRS-Freshly-Juiced-Vitamin-Drop-35ml-i.68111.315854887,Klairs,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,35,"Rp4,780,200",35,Rp4780200,4780200
Adleeva - BUNDLING 2 pcs Serum (Flawless Brightening Serum & Acne Fighter Serum),https://shopee.co.id/Adleeva-BUNDLING-2-pcs-Serum-Flawless-Brightening-Serum-Acne-Fighter-Serum--i.180408602.13008416669,Adleeva,Adleeva Official Shop,Shopee,Official Store,KOTA CIMAHI,35,"Rp4,800,000",35,Rp4800000,4800000
Illuminare Brightening Serum 30gr / Serum Pencerah / Serum Whitening / Skin Care / Flek Hitam,https://shopee.co.id/Illuminare-Brightening-Serum-30gr-Serum-Pencerah-Serum-Whitening-Skin-Care-Flek-Hitam-i.121791179.1863497497,Illuminare,Century Health Official Shop,Shopee,Official Store,KAB. TANGERANG,35,"Rp20,214,000",35,Rp20214000,20214000
Phyto Power Essence Biobeautylab 50ml,https://shopee.co.id/Phyto-Power-Essence-Biobeautylab-50ml-i.110573301.8438754192,Bio Beauty Lab,Beauty by Shopee,Shopee,Official Store,KOTA JAKARTA UTARA,35,"Rp3,775,000",35,Rp3775000,3775000
Natasha by dr Fredi Setyawan Renewal Diamond Caviar Serum,https://shopee.co.id/Natasha-by-dr-Fredi-Setyawan-Renewal-Diamond-Caviar-Serum-i.40121814.7937709056,Natasha,Natasha Skincare Official,Shopee,Official Store,KOTA YOGYAKARTA,35,"Rp3,675,000",35,Rp3675000,3675000
ZUZU Darkspot Serum,https://shopee.co.id/ZUZU-Darkspot-Serum-i.400583963.3481553898,Zuzu Beauty,ZUZU Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,35,"Rp3,339,000",35,Rp3339000,3339000
NATURE REPUBLIC Good Skin Ampoule - TEA TREE,https://shopee.co.id/NATURE-REPUBLIC-Good-Skin-Ampoule-TEA-TREE-i.78838801.4565332124,Nature Republic,NATURE REPUBLIC OFFICIAL,Shopee,Official Store,KOTA JAKARTA PUSAT,35,"Rp3,465,000",35,Rp3465000,3465000
[BPOM] SOMETHINC 10% Niacinamide + Moisture Sabi Beet Brightening Serum 20ml/40ml,https://shopee.co.id/Somethinc-10-Niacinamide-Moisture-Sabi-Beet-Brightening-Serum-20ml-40ml-i.50948181.4338901890,Somethinc,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,35,"Rp7,185,850",35,Rp7185850,7185850
ERTOS DARK SPOT 15ML / SERUM PENCERAH WAJAH & PENGHILANG FLEK ERTO'S,https://shopee.co.id/ERTOS-DARK-SPOT-15ML-SERUM-PENCERAH-WAJAH-PENGHILANG-FLEK-ERTO-S-i.23831802.2039801949,Erto'S,Fair n Pink Official Shop,Shopee,Official Store,KOTA BOGOR,35,"Rp10,410,000",35,Rp10410000,10410000
ElsheSkin Active Rejuvenating Night Serum X ElsheSkin Sebum Reducer Serum,https://shopee.co.id/ElsheSkin-Active-Rejuvenating-Night-Serum-X-ElsheSkin-Sebum-Reducer-Serum-i.9035345.6849121232,ElsheSkin,ElsheSkin Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,35,"Rp3,374,300",35,Rp3374300,3374300
[SPECIAL SET] Nacific Lip Tint + Phyto Niacin Whitening Essence,https://shopee.co.id/-SPECIAL-SET-Nacific-Lip-Tint-Phyto-Niacin-Whitening-Essence-i.238379974.11115338425,Nacific,Nacific Cosmetics Official Shop,Shopee,Official Store,KOTA TANGERANG,35,"Rp1,715,000",35,Rp1715000,1715000
COSRX Hydrium Centella Aqua Soothing Ampoule - 40 ml - Ampul untuk Menenangkan - Skincare,https://shopee.co.id/COSRX-Hydrium-Centella-Aqua-Soothing-Ampoule-40-ml-Ampul-untuk-Menenangkan-Skincare-i.224957239.5731551144,Cosrx,Edit by Sociolla Official,Shopee,Official Store,KOTA JAKARTA BARAT,35,"Rp5,801,250",35,Rp5801250,5801250
La Tulipe Essential Whitening Serum,https://shopee.co.id/La-Tulipe-Essential-Whitening-Serum-i.131133483.2090030038,La Tulipe,La Tulipe Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,34,"Rp12,717,000",34,Rp12717000,12717000
SOMETHINC Bakuchiol Skinrepair Oil Serum,https://shopee.co.id/SOMETHINC-Bakuchiol-Skinrepair-Oil-Serum-i.270965687.3177265098,Somethinc,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,34,"Rp16,848,000",34,Rp16848000,16848000
THE AUBREE Centella Herb Serum (Centella Asiatica + Niacinamide + Salicylic Acid) 30ml,https://shopee.co.id/THE-AUBREE-Centella-Herb-Serum-Centella-Asiatica-Niacinamide-Salicylic-Acid-30ml-i.270965687.8514125098,The Aubree,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,34,"Rp11,092,500",34,Rp11092500,11092500
WHITELAB Brightening Face Serum 20ml,https://shopee.co.id/WHITELAB-Brightening-Face-Serum-20ml-i.270965687.7981760254,Whitelab,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,34,"Rp3,954,990",34,Rp3954990,3954990
Bio Beauty Lab Phyto Power Essence 50 mL,https://shopee.co.id/Bio-Beauty-Lab-Phyto-Power-Essence-50-mL-i.65323877.11319056403,Bio Beauty Lab,Shopee Supermarket,Shopee,Official Store,KOTA BEKASI,34,"Rp5,729,100",34,Rp5729100,5729100
Avoskin Your Skin Bae Niacinamide 12% + Centella Asiatica - 30ml,https://shopee.co.id/Avoskin-Your-Skin-Bae-Niacinamide-12-Centella-Asiatica-30ml-i.825870.9563515980,Avoskin,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,34,"Rp4,420,000",34,Rp4420000,4420000
GF TRILOGY CERTIFIED ORGANIC RHO 5ML,https://shopee.co.id/GF-TRILOGY-CERTIFIED-ORGANIC-RHO-5ML-i.53497038.6268869426,Trilogy,C&F Store Official,Shopee,Official Store,KOTA JAKARTA UTARA,34,"Rp764,000",34,Rp764000,764000
Ertos Astaxanthine Whitening Essence Cream by Erto's Skincare,https://shopee.co.id/Ertos-Astaxanthine-Whitening-Essence-Cream-by-Erto-s-Skincare-i.23831802.1593243113,Erto'S,Fair n Pink Official Shop,Shopee,Official Store,KOTA BOGOR,34,"Rp3,317,400",34,Rp3317400,3317400
For Skin's Sake FSS - Retinol Serum,https://shopee.co.id/For-Skin-s-Sake-FSS-Retinol-Serum-i.99513899.1620707254,For Skin'S Sake,For Skin's Sake Official Shop,Shopee,Official Store,KOTA TANGERANG,34,"Rp4,190,400",34,Rp4190400,4190400
